,LBJ_Q,LBJ_Q_filled,LBJ_Q_combined,SSY_meas,SSY_pred_pre,SSY_pred_post,SSY_pred_combined,SSY_combined
2015-01-02,837.0000000000001,772.2885349676412,837.0000000000001,0.7515035164026974,0.0,0.9713572955250311,0.9713572955250311,0.7515035164026974
2015-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-04,588.0,853.6605339906666,588.0,0.7504326024664151,0.0,0.6525337004731833,0.6525337004731833,0.7504326024664151
2015-01-05,368.0,610.5877676782959,368.0,0.3372423490052412,0.0,0.38484686104921056,0.38484686104921056,0.3372423490052412
2015-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,257.0,500.00530746751787,257.0,0.12581456271398672,0.0,0.2568148677460532,0.2568148677460532,0.12581456271398672
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,4606.161565860184,4606.161565860184,0.0,0.0,6.634715294291203,6.634715294291203,6.634715294291203
2015-01-10,422.00000000000006,0.0,422.00000000000006,0.3324645898261274,0.0,0.44904126591208815,0.44904126591208815,0.3324645898261274
2015-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,340.0,729.5160739427176,340.0,0.28310914680929467,0.0,0.35201793748323823,0.35201793748323823,0.28310914680929467
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,380.0,756.6400736170594,380.0,1.7211383695819542,0.0,0.3990150469550675,0.3990150469550675,1.7211383695819542
2015-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-18,632.0,904.778841069234,632.0,2.500745890396401,0.0,0.7078042780302923,0.7078042780302923,2.500745890396401
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20,4457.0,5531.507247057922,4457.0,0.0,0.0,6.393144296640982,6.393144296640982,6.393144296640982
2015-01-21,7050.0,7217.368149893934,7050.0,0.0,0.0,10.717443113148136,10.717443113148136,10.717443113148136
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-24,475.0,721.1702278890741,475.0,0.17142537191367185,0.0,0.5130704189966477,0.5130704189966477,0.17142537191367185
2015-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26,755.9999999999999,712.8243818354304,755.9999999999999,0.5664029585383611,0.0,0.8661140999008653,0.8661140999008653,0.5664029585383611
2015-01-27,920.9999999999999,901.6491487991175,920.9999999999999,3.1462538818260195,0.0,1.0818703324562358,1.0818703324562358,3.1462538818260195
2015-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,6220.0,7508.7273060203615,6220.0,0.24209642281272914,0.0,9.027148280506951,9.027148280506951,8.767114011205354
2015-01-30,592.0000000000001,767.072381184114,592.0000000000001,0.0,0.0,0.6575372410583712,0.6575372410583712,0.6575372410583712
2015-01-31,4034.0,3722.5451149306646,4034.0,0.0,0.0,5.713749075736574,5.713749075736574,5.713749075736574
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,2510.0,4349.526799710642,2510.0,3.049855228745327,0.0,3.3477470360424184,3.3477470360424184,3.049855228745327
2015-02-06,637.0,836.9688418833794,637.0,0.45317698201545537,0.0,0.7141165874789094,0.7141165874789094,0.45317698201545537
2015-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-08,2812.0,2814.1889008458197,2812.0,0.6542956174380622,0.0,3.5576673150962708,3.5576673150962708,3.4661914374323244
2015-02-09,6356.0,6672.801694893687,6356.0,0.0,0.0,9.536393690409898,9.536393690409898,9.536393690409898
2015-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,215.0,651.2737671898087,215.0,0.21058930773661516,0.0,0.21004269026545852,0.21004269026545852,0.21058930773661516
2015-02-12,392.99999999999994,719.0837663756631,392.99999999999994,0.573795972256945,0.0,0.4144279710405,0.4144279710405,0.573795972256945
2015-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-16,1256.0,1690.6293758740462,1256.0,0.741308444248967,0.0,1.413032885812839,1.413032885812839,1.6631236282947393
2015-02-17,471.00000000000006,721.1702278890741,471.00000000000006,0.0,0.0,0.5082050460779712,0.5082050460779712,0.5082050460779712
2015-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,4333.0,4328.662184576533,4333.0,0.0,0.0,6.193099950971398,6.193099950971398,6.193099950971398
2015-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-02,250.0,675.268074594034,250.0,0.10219313880650412,0.0,0.24894741467760897,0.24894741467760897,0.10219313880650412
2015-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,282.0,675.268074594034,282.0,0.18586274627837504,0.0,0.28513061215562224,0.28513061215562224,0.18586274627837504
2015-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,521.0,785.8505348048122,521.0,0.0,0.0,0.5693863008429039,0.5693863008429039,0.5693863008429039
2015-03-10,397.0,816.1042267492703,397.0,0.6979692274600647,0.0,0.41918352014033305,0.41918352014033305,0.6979692274600647
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-14,842.0000000000001,821.3203805327976,842.0000000000001,0.0,0.0,0.977897520012576,0.977897520012576,0.977897520012576
2015-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-16,1640.0,1219.8345295942809,1640.0,0.0,0.0,2.072556403178124,2.072556403178124,2.072556403178124
2015-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-20,380.0,624.1497675154669,380.0,0.481462799379103,0.0,0.3990150469550675,0.3990150469550675,0.481462799379103
2015-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-22,864.0,1507.0207626938864,864.0,0.0,0.0,0.9398345090974205,0.9398345090974205,0.9398345090974205
2015-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-24,1020.0,957.9836096612121,1020.0,0.0,0.0,1.2137614215012678,1.2137614215012678,1.2137614215012678
2015-03-25,4333.0,3331.333581166119,4333.0,0.0,0.0,6.193099950971398,6.193099950971398,6.193099950971398
2015-03-26,740.0,831.7526880998521,740.0,0.0,0.0,0.8454891873130492,0.8454891873130492,0.8454891873130492
2015-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-29,1281.0,1346.3632261612463,1281.0,0.0694097681072572,0.0,1.45730408871594,1.45730408871594,1.151280100563493
2015-03-30,553.9999999999999,622.0633060020559,553.9999999999999,0.2720442244543227,0.0,0.6101802977437362,0.6101802977437362,0.2720442244543227
2015-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,1788.0,2046.0732889050003,1788.0,0.0,0.0,2.2844621148284423,2.2844621148284423,2.2844621148284423
2015-04-02,2135.0,1789.4385227554587,2135.0,0.0,0.0,2.789802309197754,2.789802309197754,2.789802309197754
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-05,316.0,646.0576134062815,316.0,0.0,0.0,0.32414938316983954,0.32414938316983954,0.32414938316983954
2015-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,401.0,770.2020734542305,401.0,0.0,0.0,0.42394514362445396,0.42394514362445396,0.42394514362445396
